Date,Open,High,Low,Close,Adj Close,Volume
2023-05-07,291.638519,293.236603,285.959778,287.917664,287.917664,440897487
2023-05-08,287.903320,290.629486,291.754669,291.886475,291.886475,397446606
2023-05-09,291.718292,292.530731,283.463562,285.511292,285.511292,578717617
2023-05-10,285.539368,287.619202,284.168121,285.018738,285.018738,420600838
2023-05-11,285.004822,288.352295,281.495941,286.432220,286.432220,496432137
2023-05-12,286.443298,286.443298,279.394745,281.974304,281.974304,444403433
2023-05-13,281.968079,282.820862,276.027222,282.094116,282.094116,465958839
2023-05-14,282.122620,285.163910,281.396118,284.422394,284.422394,352067567
2023-05-15,284.424744,287.668884,283.434021,287.600464,287.600464,372674930
2023-05-16,287.598358,290.883789,286.588623,288.342682,288.342682,397547867
2023-05-17,288.355042,288.743439,285.149902,286.570221,286.570221,370880022
2023-05-18,286.560791,289.857819,284.050659,289.800140,289.800140,403879135
2023-05-19,289.807251,290.330627,284.855408,287.196259,287.196259,355495215
2023-05-20,287.187012,287.816406,286.129852,285.591156,285.591156,309321441
2023-05-21,285.607910,288.275757,284.781128,287.238251,287.238251,256430004
2023-05-22,287.228699,287.975677,283.255737,283.199341,283.199341,279777744
2023-05-23,283.214813,287.474854,281.864319,286.053131,286.053131,328520884
2023-05-24,286.056396,291.684570,286.017517,291.106201,291.106201,335734504
2023-05-25,291.118195,291.147247,282.678955,284.441925,284.441925,389413833
2023-05-26,284.432526,285.769470,281.964203,284.172363,284.172363,374053267
2023-05-27,284.164948,287.647278,281.258240,285.972046,285.972046,443242644
2023-05-28,285.980011,286.635620,283.657135,286.629364,286.629364,308982450
2023-05-29,286.619080,293.280884,286.076080,293.127197,293.127197,378334622
2023-05-30,293.140808,295.745178,290.221863,291.227905,291.227905,507428067
2023-05-31,291.230865,292.771606,290.236664,290.436066,290.436066,365312412
2023-06-01,290.446472,290.979431,286.844330,286.966400,286.966400,443644740
2023-06-02,286.981476,287.634277,284.009399,283.406494,283.406494,329822193
2023-06-03,283.404083,286.363098,282.293640,286.949371,286.949371,356797956
2023-06-04,286.958801,287.671692,285.292755,286.292572,286.292572,243613546
2023-06-05,286.290985,286.776489,285.151245,285.277344,285.277344,255635468
2023-06-06,285.287140,285.287140,254.715652,258.503265,258.503265,866860390
2023-06-07,258.544678,267.111755,256.259796,263.112793,263.112793,646608232
2023-06-08,263.099579,263.099579,239.187500,242.260712,242.260712,895422142
2023-06-09,242.269547,248.345230,240.661850,243.130676,243.130676,522030331
2023-06-10,243.132813,245.079010,238.089203,242.549133,242.549133,457186664
2023-06-11,242.532913,242.549149,216.921722,222.336105,222.336105,993560407
2023-06-12,222.334564,222.577133,218.112686,219.011993,219.011993,349964994
2023-06-13,218.979553,221.292175,206.085754,214.684921,214.684921,942575949
2023-06-14,214.706848,227.190781,213.065414,226.041885,226.041885,801147166
2023-06-15,226.041885,233.282547,216.054749,219.093597,219.093597,681176595
2023-06-16,219.126266,221.541122,213.284836,215.865097,215.865097,459009608
2023-06-17,215.858475,221.910339,212.424118,218.239960,218.239960,445929405
2023-06-18,218.253067,227.381058,216.691315,223.256073,223.256073,412402765
2023-06-19,223.242599,226.433014,221.853851,223.043030,223.043030,340153035
2023-06-20,223.045578,223.370575,219.010086,222.363693,222.363693,328751471
2023-06-21,222.344009,226.949081,219.244247,226.808105,226.808105,437172057
2023-06-22,226.815887,232.333160,224.870148,226.793228,226.793228,652915108
2023-06-23,226.784256,233.065170,219.118683,219.789795,219.789795,647186648
2023-06-24,219.789459,228.627579,219.476196,224.033722,224.033722,451757278
2023-06-25,224.023254,227.573044,212.518799,216.792068,216.792068,511897113
2023-06-26,216.771118,221.226746,215.854477,219.042892,219.042892,380462916
2023-06-27,219.030182,221.000381,214.771957,216.441376,216.441376,391808857
2023-06-28,216.438446,219.802139,215.421509,216.736053,216.736053,317751002
2023-06-29,216.745148,216.815887,207.948013,211.287262,211.287262,440503103
2023-06-30,211.270813,217.378479,211.229858,214.613510,214.613510,305812213
2023-07-01,214.578522,221.393036,213.510452,220.190735,220.190735,574246847
2023-07-02,220.206421,227.611176,220.206421,226.960022,226.960022,553070064
2023-07-03,226.984390,227.232056,222.821167,225.766052,225.766052,476262880
2023-07-04,225.763046,230.800385,225.318771,225.763474,225.763474,613895696
2023-07-05,225.729630,226.201340,221.554901,222.828445,222.828445,403943830
2023-07-06,222.834473,224.369537,218.086258,220.238617,220.238617,419602247
2023-07-07,220.227066,224.596436,213.160431,213.334518,213.334518,492322282
2023-07-08,213.347366,215.624039,212.708237,214.806381,214.806381,381453918
2023-07-09,214.796448,216.419235,213.889832,215.394150,215.394150,291067216
2023-07-10,215.400681,216.061539,212.850769,213.527023,213.527023,263756878
2023-07-11,213.531219,223.927063,211.728714,223.409225,223.409225,757882330
2023-07-12,223.429214,226.327835,222.571426,225.663361,225.663361,486874989
2023-07-13,225.663132,227.009399,218.024551,219.034698,219.034698,453642355
2023-07-14,219.018845,229.370819,218.064941,228.523590,228.523590,678159646
2023-07-15,228.500900,232.363297,217.585617,220.741623,220.741623,711047362
2023-07-16,220.727310,224.747314,220.133682,223.467941,223.467941,376244778
2023-07-17,223.466629,224.164520,216.041885,216.110168,216.110168,393188574
2023-07-18,216.111298,217.705353,214.174454,217.463669,217.463669,597186381
2023-07-19,217.447266,219.188126,212.925598,213.979233,213.979233,669602830
2023-07-20,213.987457,217.274460,213.705887,215.225174,215.225174,445927768
2023-07-21,215.205612,218.405762,215.564590,217.999115,217.999115,435614265
2023-07-22,218.018112,220.300842,217.691803,218.983459,218.983459,370991081
2023-07-23,219.001511,219.949493,216.123184,216.588776,216.588776,278679925
2023-07-24,216.610260,219.235809,216.346588,217.928146,217.928146,251315307
2023-07-25,217.922272,218.250488,213.288147,215.986115,215.986115,408483231
2023-07-26,216.002274,216.291260,214.827637,215.209610,215.209610,331689178
2023-07-27,215.219131,216.694412,214.285172,215.707748,215.707748,376944462
2023-07-28,215.705719,219.110748,215.267151,219.067459,219.067459,394584731
2023-07-29,219.073242,220.323700,218.450638,219.352188,219.352188,351856454
2023-07-30,219.347031,220.031357,218.759415,219.895477,219.895477,287814062
2023-07-31,219.900772,220.890335,218.605637,219.999680,219.999680,386055246
2023-08-01,219.993896,221.766464,218.959137,219.264267,219.264267,993529374
2023-08-02,219.270996,224.844696,217.138367,224.844696,224.844696,754595309
2023-08-03,224.831345,226.011566,216.327667,219.762802,219.762802,594201033
2023-08-04,219.776825,220.982483,218.460754,220.126541,220.126541,365742042
2023-08-05,220.109482,220.355026,218.405701,219.007401,219.007401,335911356
2023-08-06,219.019775,220.414719,217.750702,220.352707,220.352707,272775519
