Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,0.862540,0.879885,0.853810,0.865121,0.865121,639825060
2017-11-12,0.862574,0.948221,0.829633,0.868328,0.868328,1257341365
2017-11-13,0.861475,0.883435,0.837070,0.865429,0.865429,658393237
2017-11-14,0.861905,0.864406,0.853947,0.854042,0.854042,364626333
2017-11-15,0.852133,0.854562,0.848101,0.851451,0.851451,381659318
2017-11-16,0.853692,0.858870,0.844083,0.850841,0.850841,552113242
2017-11-17,0.845439,0.858121,0.845583,0.849139,0.849139,542184360
2017-11-18,0.848512,0.855745,0.844857,0.849919,0.849919,498716188
2017-11-19,0.849970,0.854312,0.846089,0.854231,0.854231,413935230
2017-11-20,0.853328,0.854618,0.848768,0.853715,0.853715,383090498
2017-11-21,0.855036,0.861476,0.842198,0.848422,0.848422,530365438
2017-11-22,0.849597,0.853449,0.845215,0.846580,0.846580,423067547
2017-11-23,0.845317,0.850596,0.837969,0.839422,0.839422,621050728
2017-11-24,0.847447,0.844270,0.834322,0.840176,0.840176,711339453
2017-11-25,0.840168,0.845826,0.834096,0.842758,0.842758,546511289
2017-11-26,0.841760,0.852396,0.838692,0.845711,0.845711,533622846
2017-11-27,0.844093,0.855560,0.838761,0.841137,0.841137,658969247
2017-11-28,0.842465,0.847348,0.836734,0.844142,0.844142,670800162
2017-11-29,0.844134,0.883947,0.805817,0.835813,0.835813,1410833669
2017-11-30,0.846996,0.867563,0.833743,0.847285,0.847285,877433169
2017-12-01,0.846529,0.855616,0.834841,0.849340,0.849340,630327166
2017-12-02,0.848642,0.855219,0.837422,0.840823,0.840823,571915229
2017-12-03,0.841972,0.868078,0.830582,0.844011,0.844011,798539973
2017-12-04,0.845521,0.854801,0.835832,0.845766,0.845766,563335313
2017-12-05,0.845631,0.849440,0.840042,0.846974,0.846974,688204551
2017-12-06,0.845106,0.865468,0.842077,0.855566,0.855566,1085640502
2017-12-07,0.853160,0.912902,0.849949,0.876368,0.876368,1419988094
2017-12-08,0.880335,0.899371,0.840630,0.865012,0.865012,1694177164
2017-12-09,0.867545,0.890224,0.844577,0.864612,0.864612,1359155009
2017-12-10,0.868803,0.888014,0.825504,0.864919,0.864919,1401801676
2017-12-11,0.860644,0.874049,0.849287,0.865019,0.865019,1309655997
2017-12-12,0.865240,0.922297,0.849779,0.918048,0.918048,1908559693
2017-12-13,0.920663,0.926273,0.861176,0.867827,0.867827,1857164502
2017-12-14,0.867455,0.889677,0.853344,0.856285,0.856285,1984185466
2017-12-15,0.857669,0.864576,0.844811,0.864619,0.864619,1739703853
2017-12-16,0.865691,0.867401,0.852468,0.857233,0.857233,1355284193
2017-12-17,0.860909,0.865095,0.854152,0.859440,0.859440,1644400947
2017-12-18,0.860530,0.864358,0.843490,0.859730,0.859730,2136323585
2017-12-19,0.859823,0.876172,0.841865,0.853903,0.853903,2597043001
2017-12-20,0.851985,0.860948,0.835300,0.842115,0.842115,3158870152
2017-12-21,0.843908,0.877687,0.836964,0.851510,0.851510,2621262234
2017-12-22,0.849097,0.893521,0.813008,0.858522,0.858522,3953740258
2017-12-23,0.853833,0.887240,0.849507,0.881555,0.881555,1985105872
2017-12-24,0.886152,0.901763,0.861722,0.863462,0.863462,2204245348
2017-12-25,0.866374,0.870209,0.850135,0.851765,0.851765,1439120573
2017-12-26,0.851226,0.857051,0.840909,0.846888,0.846888,1564423104
2017-12-27,0.847411,0.853309,0.839123,0.843483,0.843483,1630347048
2017-12-28,0.843188,0.867462,0.840869,0.843111,0.843111,1852257241
2017-12-29,0.846763,0.846274,0.834693,0.838313,0.838313,1608111077
2017-12-30,0.840047,0.862604,0.827644,0.851409,0.851409,2259969963
2017-12-31,0.853876,0.853876,0.833836,0.843409,0.843409,1605574111
2018-01-01,0.843651,0.846274,0.834539,0.838771,0.838771,1403364117
2018-01-02,0.837489,0.840306,0.824411,0.833181,0.833181,2185440650
2018-01-03,0.834591,0.850536,0.832550,0.843830,0.843830,2058026631
2018-01-04,0.843630,0.846535,0.823723,0.830872,0.830872,2652188006
2018-01-05,0.830225,0.832238,0.818458,0.830258,0.830258,2574509504
2018-01-06,0.831626,0.841445,0.828772,0.838868,0.838868,2178317366
2018-01-07,0.837438,0.844463,0.829697,0.832076,0.832076,1942494057
2018-01-08,0.835042,0.871320,0.829274,0.843278,0.843278,3188027311
2018-01-09,0.842660,0.847368,0.838987,0.843456,0.843456,2319258905
2018-01-10,0.842752,0.848669,0.833986,0.837541,0.837541,2668222581
2018-01-11,0.836450,0.856574,0.821537,0.831916,0.831916,3190025759
2018-01-12,0.835686,0.839249,0.828320,0.825062,0.825062,2188141630
2018-01-13,0.823462,0.830376,0.817268,0.821732,0.821732,2263309772
2018-01-14,0.823651,0.853133,0.820600,0.833568,0.833568,2428556285
2018-01-15,0.832970,0.838382,0.816464,0.820726,0.820726,2084940810
2018-01-16,0.820848,0.853479,0.816711,0.842828,0.842828,4525615152
2018-01-17,0.841785,0.872311,0.815679,0.833016,0.833016,4588915294
2018-01-18,0.835257,0.850425,0.821050,0.836353,0.836353,3516962446
2018-01-19,0.836524,0.851070,0.820234,0.822046,0.822046,2354328930
2018-01-20,0.824051,0.829378,0.811328,0.819239,0.819239,2408166861
2018-01-21,0.820720,0.840106,0.815932,0.815813,0.815813,2694198851
2018-01-22,0.819191,0.831479,0.809660,0.820039,0.820039,2672078956
2018-01-23,0.819191,0.831794,0.801689,0.816649,0.816649,2540692354
2018-01-24,0.813228,0.835319,0.804480,0.805007,0.805007,2114946345
2018-01-25,0.811500,0.816528,0.790076,0.806711,0.806711,2075643703
2018-01-26,0.805077,0.818148,0.792991,0.808551,0.808551,2381037056
2018-01-27,0.807480,0.813109,0.798959,0.799843,0.799843,1652290870
2018-01-28,0.802438,0.806104,0.790140,0.795551,0.795551,2048949933
2018-01-29,0.795269,0.807791,0.792283,0.803973,0.803973,1640678565
2018-01-30,0.806682,0.815055,0.786452,0.795040,0.795040,2505343340
2018-01-31,0.799918,0.805043,0.782821,0.797579,0.797579,2145562268
