Date,Open,High,Low,Close,Adj Close,Volume
2023-05-07,20.362886,20.714523,19.383350,19.601261,19.601261,313929048
2023-05-08,19.599178,20.283064,19.453604,19.825298,19.825298,275563675
2023-05-09,19.792217,19.792217,18.408279,18.784967,18.784967,503371692
2023-05-10,18.785458,19.151649,18.655403,18.863897,18.863897,248781643
2023-05-11,18.863110,19.357910,18.381729,19.078981,19.078981,446797260
2023-05-12,19.080612,19.080612,18.192383,18.543365,18.543365,345059477
2023-05-13,18.541164,19.131744,18.181072,19.115473,19.115473,331568106
2023-05-14,19.119232,19.422777,19.033361,19.080015,19.080015,205365429
2023-05-15,19.079563,19.423080,18.895218,19.306356,19.306356,170018064
2023-05-16,19.306198,19.767004,19.024273,19.319618,19.319618,282663320
2023-05-17,19.320375,19.413185,18.846910,19.031746,19.031746,257030703
2023-05-18,19.031370,19.536533,18.928459,19.439497,19.439497,258114451
2023-05-19,19.439306,19.439306,18.731865,18.884932,18.884932,272226818
2023-05-20,18.884378,19.001564,18.776915,18.810402,18.810402,137796188
2023-05-21,18.810808,18.821142,18.622877,18.752434,18.752434,111875679
2023-05-22,18.752670,18.843391,18.050972,18.118298,18.118298,194624280
2023-05-23,18.120682,18.474356,17.912951,18.076450,18.076450,200654399
2023-05-24,18.076653,18.647833,17.993931,18.611097,18.611097,240272700
2023-05-25,18.612183,18.628645,17.547689,17.873260,17.873260,276917765
2023-05-26,17.872244,18.188780,17.584013,17.961088,17.961088,181411144
2023-05-27,17.961348,18.225361,17.813513,18.047098,18.047098,130671898
2023-05-28,18.046354,19.102221,18.031456,19.033253,19.033253,167437493
2023-05-29,19.034042,19.721710,18.950932,19.399332,19.399332,271852564
2023-05-30,19.400702,19.563847,18.944172,19.227798,19.227798,213228125
2023-05-31,19.228386,19.947817,19.142355,19.805128,19.805128,342457965
2023-06-01,19.806250,19.858856,19.193792,19.474033,19.474033,230189361
2023-06-02,19.474398,19.612638,19.142670,19.053614,19.053614,194276678
2023-06-03,19.054089,19.933821,18.944347,19.841841,19.841841,221785069
2023-06-04,19.842798,19.914526,19.617340,19.746605,19.746605,135281237
2023-06-05,19.748325,20.799458,19.658640,20.397579,20.397579,297098945
2023-06-06,20.400215,20.614471,18.119871,18.742037,18.742037,554757885
2023-06-07,18.730314,19.346638,18.094450,19.066381,19.066381,412582512
2023-06-08,19.067158,19.139181,17.338240,17.403637,17.403637,364659046
2023-06-09,17.404911,17.696344,17.080881,17.537670,17.537670,239710045
2023-06-10,17.536674,17.908390,15.965477,16.168665,16.168665,431058366
2023-06-11,16.170204,16.181000,12.447155,14.559078,14.559078,1144130006
2023-06-12,14.557543,14.983242,14.133534,14.473225,14.473225,415046643
2023-06-13,14.471788,14.482448,13.789543,14.120249,14.120249,356994427
2023-06-14,14.119858,14.672906,13.730114,13.919116,13.919116,337247123
